,0,1,2
284,B02226-0,SimOpt_extensive_long_0,1.146804088161564e-16
285,B02226-0,SimOpt_int_short_0,0.9999999999999999
286,B02251-0,SimOpt_int_9,1.0
287,B03164-0,SimOpt_extensive_0,1.0
288,B03167-0,SimOpt_extensive_18,1.0
289,B03168-1,SimOpt_extensive_9,1.0
290,B05092-0,SimOpt_extensive_9,1.0
291,B05094-0,SimOpt_extensive_long_0,1.0
292,B05102-0,SimOpt_extensive_0,1.158436262738728e-16
293,B05102-0,SimOpt_int_short_0,0.9999999999999999
294,B05107-0,SimOpt_extensive_long_9,1.0
295,B05149-0,SimOpt_extensive_long_18,1.0
296,B05193-0,SimOpt_extensive_18,1.0
297,B06022-1,SimOpt_extensive_0,1.8875736356407418e-16
298,B06022-1,SimOpt_int_short_0,0.9999999999999999
299,B06022-2,SimOpt_extensive_8,1.0000000000000002
300,B06042-1,SimOpt_int_0,1.0
301,B06063-0,SimOpt_extensive_2,1.0
302,B06065-0,SimOpt_int_short_0,1.0
303,B06073-0,SimOpt_extensive_0,0.9999999999999999
304,B06073-0,SimOpt_extensive_long_0,1.3115656768708534e-16
305,B06091-0,SimOpt_extensive_0,1.0
306,B06093-1,SimOpt_extensive_0,1.0000000000000002
307,B06112-0,SimOpt_int_0,0.9999999999999999
308,B06112-0,SimOpt_int_short_0,1.2543966838413929e-16
309,B06122-0,SimOpt_int_short_0,1.0
310,B06124-0,SimOpt_extensive_2,1.0
311,B06125-0,SimOpt_extensive_0,1.0
312,B06127-0,SimOpt_int_short_0,1.0
313,B06139-0,SimOpt_extensive_18,1.0
314,B06148-0,SimOpt_extensive_2,1.0
315,B06178-0,SimOpt_int_9,1.0
316,B06192-0,SimOpt_extensive_0,1.0
317,B06228-0,SimOpt_int_short_0,1.0
318,B06252-0,SimOpt_extensive_0,1.0
319,B06253-0,SimOpt_extensive_long_0,1.0
320,B06256-0,SimOpt_no_management_0,1.0
321,B07015-0,SimOpt_extensive_9,0.9999999999999999
322,B07015-0,SimOpt_extensive_long_9,1.402927860649029e-16
323,B07016-0,SimOpt_ccover_0,1.0
324,B07073-0,SimOpt_int_1,1.0
325,B07074-0,SimOpt_extensive_0,1.0
326,B07084-0,SimOpt_extensive_0,1.0
327,B07089-0,SimOpt_int_short_0,1.0
328,B07111-0,SimOpt_int_0,1.0
329,B07131-0,SimOpt_int_0,0.5836511009422748
330,B07131-0,SimOpt_int_short_0,0.4163488990577252
331,B07141-0,SimOpt_extensive_long_0,1.0
332,B07146-0,SimOpt_extensive_long_0,1.0
333,B07163-1,SimOpt_int_short_0,1.0
334,B07177-0,SimOpt_extensive_long_0,1.0
335,B07226-1,SimOpt_extensive_0,1.32680045420369e-18
336,B07226-1,SimOpt_int_short_0,1.0
337,B07244-0,SimOpt_extensive_long_0,1.0
338,B07254-0,SimOpt_extensive_9,0.9999999999999999
339,B09255-0,SimOpt_int_3,1.0
340,B09259-0,SimOpt_extensive_18,1.0000000000000002
341,B10015-0,SimOpt_extensive_10,1.0
342,B10022-1,SimOpt_int_short_0,1.0
343,B10041-0,SimOpt_int_short_0,1.0
344,B10056-0,SimOpt_extensive_long_0,1.0
345,B10062-0,SimOpt_extensive_9,1.0
346,B10087-0,SimOpt_extensive_0,1.0
347,B10091-0,SimOpt_extensive_long_13,1.0
348,B10115-0,SimOpt_extensive_18,1.0
349,B10139-0,SimOpt_extensive_2,1.0
350,B10251-0,SimOpt_extensive_18,1.0
351,B11068-2,SimOpt_int_0,1.0
352,B11082-0,SimOpt_extensive_0,1.0
353,B11125-0,SimOpt_extensive_9,1.0
354,B11186-0,SimOpt_extensive_long_0,1.0
355,B11212-0,SimOpt_int_short_0,1.0
356,B11213-1,SimOpt_int_0,1.0
357,B11252-0,SimOpt_int_short_0,1.0
358,B11257-0,SimOpt_extensive_0,1.0
359,B11258-0,SimOpt_extensive_0,1.0
360,B12017-0,SimOpt_extensive_0,1.0
361,B12065-0,SimOpt_int_short_9,1.0
362,B12071-0,SimOpt_int_0,1.0
363,B12075-0,SimOpt_extensive_long_0,1.0
364,B12087-0,SimOpt_extensive_0,0.9999999999999999
365,B12087-0,SimOpt_extensive_long_0,2.1037497447189154e-16
366,B12115-0,SimOpt_extensive_0,1.0
367,B12128-0,SimOpt_extensive_1,1.0
368,B12169-2,SimOpt_int_short_0,1.0
369,B12177-0,SimOpt_int_0,1.0
370,B12219-0,SimOpt_int_0,1.0
371,B13141-0,SimOpt_extensive_long_18,0.9999999999999999
372,B13143-0,SimOpt_extensive_1,1.0
373,B13157-0,SimOpt_extensive_9,1.0
374,B14045-0,SimOpt_extensive_0,1.2551221952479198e-16
375,B14045-0,SimOpt_int_short_0,0.9999999999999999
376,B14082-0,SimOpt_int_2,1.0
377,B14132-0,SimOpt_extensive_9,1.0
378,B14133-0,SimOpt_extensive_10,1.0
379,B14142-0,SimOpt_int_short_0,1.0
380,B14151-0,SimOpt_extensive_long_0,1.0
381,B14176-0,SimOpt_extensive_0,1.0
382,B14183-0,SimOpt_extensive_2,1.0
383,B14199-0,SimOpt_extensive_1,1.0
384,B14204-0,SimOpt_int_short_0,1.0
385,B14223-0,SimOpt_ccover_0,1.0
386,B14236-0,SimOpt_extensive_14,1.0
387,B14253-0,SimOpt_extensive_0,1.0
388,B15014-0,SimOpt_extensive_1,1.0
389,B15014-0,SimOpt_extensive_3,2.6885371426642624e-17
390,B15032-0,SimOpt_extensive_0,1.0
391,B15039-0,SimOpt_extensive_9,1.0
392,B15052-1,SimOpt_int_0,1.0
393,B15055-0,SimOpt_int_short_0,1.0
394,B15069-1,SimOpt_int_short_0,1.0
395,B15074-0,SimOpt_extensive_0,9.911804308603403e-18
396,B15074-0,SimOpt_int_0,1.0
397,B15089-1,SimOpt_extensive_2,1.0
398,B15116-0,SimOpt_extensive_0,1.0
399,B15127-0,SimOpt_extensive_long_0,1.0
400,B15149-0,SimOpt_int_short_0,1.0
401,B15192-0,SimOpt_extensive_9,1.0
402,B15203-0,SimOpt_extensive_2,1.0
403,B16013-0,SimOpt_extensive_18,1.0
404,B16021-0,SimOpt_int_short_0,0.9999999999999999
405,B16069-0,SimOpt_extensive_2,1.0
406,B16079-0,SimOpt_int_0,1.0
407,B16116-0,SimOpt_int_0,1.0
408,B16118-0,SimOpt_int_0,1.0
409,B16162-0,SimOpt_int_0,1.7816262934339788e-16
410,B16162-0,SimOpt_int_short_0,0.9999999999999999
411,B16164-0,SimOpt_int_0,1.7816262934339788e-16
412,B16164-0,SimOpt_int_short_0,0.9999999999999999
413,B16217-0,SimOpt_ccover_0,1.0
414,B16227-0,SimOpt_int_short_0,0.9999999999999999
415,B16227-0,SimOpt_multispecies_0,2.538229326093236e-16
416,B17104-0,SimOpt_extensive_long_0,1.0
417,B17153-0,SimOpt_extensive_18,1.0
418,B18035-0,SimOpt_int_short_0,0.9999999999999999
419,B19041-0,SimOpt_no_management_0,1.0
420,B19042-1,SimOpt_extensive_0,1.6341619084729883e-16
421,B19042-1,SimOpt_extensive_long_0,0.9999999999999999
422,B19104-0,SimOpt_extensive_0,1.0
423,B19202-0,SimOpt_int_short_0,1.0
424,B19204-2,SimOpt_extensive_15,0.5455025567522017
425,B19204-2,SimOpt_extensive_long_11,0.4544974432477984
426,B19237-0,SimOpt_int_2,1.0
427,B20014-0,SimOpt_int_short_0,1.0000000000000002
428,B20169-0,SimOpt_extensive_long_0,1.0
429,B20212-0,SimOpt_extensive_long_0,1.0
430,B20215-0,SimOpt_int_0,1.0
431,B20222-0,SimOpt_extensive_10,0.3263106704503711
432,B20222-0,SimOpt_extensive_9,0.6736893295496287
433,B23102-0,SimOpt_int_short_0,1.0
434,B23192-0,SimOpt_int_0,1.0
435,B23239-0,SimOpt_extensive_9,1.0
436,B23241-0,SimOpt_extensive_long_9,1.0
437,B24063-0,SimOpt_int_short_0,1.9815265950656656e-16
438,B24063-0,SimOpt_multispecies_0,0.9999999999999999
439,B24164-0,SimOpt_ccover_0,1.0
440,B26153-0,SimOpt_extensive_long_0,1.0
441,B27096-0,SimOpt_no_management_0,1.8103565595533412e-16
442,B27096-0,SimOpt_int_short_0,0.9999999999999999
443,B27105-0,SimOpt_int_0,0.9999999999999999
444,B27105-0,SimOpt_multispecies_0,1.3888724433395338e-16
445,B27144-0,SimOpt_ccover_0,1.0
446,B27226-0,SimOpt_extensive_0,1.0
447,B27241-0,SimOpt_int_9,0.9999999999999999
448,B27241-0,SimOpt_int_short_9,1.381588735216756e-16
449,B27246-0,SimOpt_extensive_2,1.0
450,B29252-0,SimOpt_extensive_18,1.0
451,B30214-1,SimOpt_extensive_long_18,1.0
452,B31107-0,SimOpt_extensive_long_0,1.0
453,B31231-0,SimOpt_extensive_0,1.0
454,B32071-0,SimOpt_int_0,1.0
455,B33047-0,SimOpt_int_short_0,1.0
456,B33146-0,SimOpt_extensive_long_0,1.0
457,B33148-0,SimOpt_extensive_long_0,1.0
458,B33159-0,SimOpt_extensive_2,1.0
459,B33198-1,SimOpt_extensive_0,3.6468179035436887e-17
460,B33198-1,SimOpt_no_management_0,1.0
461,B33202-0,SimOpt_extensive_18,1.0
462,B33248-0,SimOpt_extensive_0,1.290981739571223e-16
463,B33248-0,SimOpt_extensive_long_0,0.9999999999999999
464,B36223-0,SimOpt_int_0,1.0
465,B38231-0,SimOpt_extensive_0,1.0
466,B39137-0,SimOpt_int_short_2,1.0
467,B39141-0,SimOpt_int_short_0,1.0
468,B39142-0,SimOpt_extensive_0,1.465096412804878e-16
469,B39142-0,SimOpt_extensive_long_0,0.9999999999999999
470,B39144-0,SimOpt_extensive_long_0,1.0
471,B39156-1,SimOpt_extensive_0,1.0
472,B41206-0,SimOpt_extensive_2,0.9999999999999999
473,B41206-0,SimOpt_extensive_9,1.5503920632941672e-16
474,B41207-0,SimOpt_int_short_0,1.0
475,B42192-1,SimOpt_extensive_long_0,1.0
