,0,1,2
254,A43141-0,SimOpt_extensive_2,1.0
255,A43141-0,SimOpt_multispecies_2,6.757334662500243e-13
256,A43156-0,SimOpt_int_short_0,6.259266543466464e-13
257,A43156-0,SimOpt_multispecies_0,1.0
258,A43163-0,SimOpt_extensive_9,1.0
259,A43165-1,SimOpt_extensive_0,1.0
260,A43201-0,SimOpt_extensive_long_0,1.0
261,A43227-1,SimOpt_extensive_long_0,1.0
262,A43231-1,SimOpt_int_0,1.0
263,A43241-0,SimOpt_int_short_0,1.0
264,A43254-0,SimOpt_extensive_9,1.0
265,A43256-0,SimOpt_extensive_2,1.0
266,A43256-0,SimOpt_extensive_3,3.91827627329265e-12
267,A44011-0,SimOpt_extensive_0,1.0
268,A44011-0,SimOpt_multispecies_0,2.340986632204492e-12
269,A44127-0,SimOpt_extensive_0,0.9999999999999999
270,A44161-0,SimOpt_extensive_long_0,1.0
271,A44161-0,SimOpt_int_0,1.3484250137558446e-12
272,A46103-1,SimOpt_int_0,1.0
273,A46103-1,SimOpt_multispecies_0,2.1602924360664516e-12
274,A47023-0,SimOpt_extensive_long_9,1.0
275,A47027-1,SimOpt_extensive_0,1.0
276,A47049-0,SimOpt_extensive_long_9,1.0000000000000002
277,A47054-1,SimOpt_int_0,2.8140233482550917e-12
278,A47054-1,SimOpt_int_short_0,1.0
279,A47057-0,SimOpt_int_short_0,1.0
280,A47058-1,SimOpt_extensive_long_0,1.0
281,A47088-0,SimOpt_extensive_9,0.9999999999999999
282,A47096-0,SimOpt_extensive_0,3.2181732848584646e-12
283,A47096-0,SimOpt_extensive_long_0,1.0
284,A47133-0,SimOpt_extensive_long_0,1.0
285,A48115-0,SimOpt_extensive_long_9,0.9999999999999999
286,A48228-0,SimOpt_extensive_0,1.0
287,A52023-0,SimOpt_int_short_0,1.0
288,A52026-0,SimOpt_extensive_2,1.0
289,A52031-0,SimOpt_extensive_9,1.0
290,B01044-1,SimOpt_int_short_9,1.0
291,B01058-0,SimOpt_int_9,1.0
292,B01085-2,SimOpt_extensive_long_0,1.0
293,B01089-0,SimOpt_extensive_long_0,1.0
294,B01101-0,SimOpt_extensive_long_0,1.0
295,B01101-0,SimOpt_multispecies_0,3.3964754179495187e-13
296,B01104-0,SimOpt_int_0,0.9999999999999999
297,B01152-0,SimOpt_int_0,1.0
298,B01156-0,SimOpt_int_0,1.0
299,B02078-0,SimOpt_extensive_0,1.0
300,B02114-0,SimOpt_extensive_long_0,1.0
